                    *********************************************************************************
                    *  Z= 66 A=157: Positive-Parity Spin-dependent Level Density [MeV-1] for DY157  *
  16.00  1.059  6.30E+11 5.67E+11 8.04E+12 1.63E+10 3.23E+10 4.70E+10 5.76E+10 6.25E+10 6.00E+10 5.82E+10 5.24E+10 4.40E+10 3.68E+10 2.89E+10 2.16E+10 1.60E+10 1.15E+10 7.72E+09 5.01E+09 3.34E+09 2.14E+09 1.37E+09 8.41E+08 5.34E+08 3.07E+08 1.77E+08 1.07E+08 6.18E+07 3.58E+07 2.05E+07 1.20E+07 7.02E+06 2.51E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.091  1.62E+12 1.41E+12 2.04E+13 3.85E+10 7.62E+10 1.13E+11 1.41E+11 1.54E+11 1.47E+11 1.42E+11 1.32E+11 1.11E+11 9.45E+10 7.42E+10 5.55E+10 4.18E+10 3.03E+10 2.07E+10 1.37E+10 9.25E+09 6.06E+09 3.95E+09 2.50E+09 1.63E+09 9.64E+08 5.68E+08 3.53E+08 2.09E+08 1.24E+08 7.38E+07 4.42E+07 2.62E+07 9.75E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.123  4.08E+12 3.52E+12 5.18E+13 9.07E+10 1.80E+11 2.71E+11 3.43E+11 3.79E+11 3.58E+11 3.48E+11 3.35E+11 2.79E+11 2.42E+11 1.90E+11 1.43E+11 1.09E+11 7.99E+10 5.56E+10 3.73E+10 2.56E+10 1.71E+10 1.14E+10 7.42E+09 4.99E+09 3.03E+09 1.82E+09 1.17E+09 7.04E+08 4.28E+08 2.66E+08 1.63E+08 9.78E+07 3.79E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.154  1.02E+13 8.78E+12 1.32E+14 2.14E+11 4.24E+11 6.50E+11 8.39E+11 9.34E+11 8.74E+11 8.53E+11 8.48E+11 7.03E+11 6.22E+11 4.89E+11 3.68E+11 2.87E+11 2.11E+11 1.49E+11 1.02E+11 7.10E+10 4.83E+10 3.29E+10 2.20E+10 1.53E+10 9.52E+09 5.84E+09 3.85E+09 2.37E+09 1.48E+09 9.57E+08 6.04E+08 3.65E+08 1.47E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.184  2.56E+13 2.20E+13 3.37E+14 5.03E+11 9.99E+11 1.56E+12 2.05E+12 2.30E+12 2.14E+12 2.09E+12 2.15E+12 1.77E+12 1.60E+12 1.26E+12 9.47E+11 7.51E+11 5.57E+11 4.01E+11 2.78E+11 1.97E+11 1.37E+11 9.49E+10 6.55E+10 4.67E+10 2.99E+10 1.87E+10 1.27E+10 8.01E+09 5.13E+09 3.44E+09 2.23E+09 1.36E+09 5.71E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.256  3.27E+14 2.19E+14 3.55E+15 4.29E+12 8.52E+12 1.39E+13 1.91E+13 2.19E+13 1.99E+13 1.96E+13 2.19E+13 1.78E+13 1.69E+13 1.33E+13 1.01E+13 8.34E+12 6.31E+12 4.74E+12 3.41E+12 2.52E+12 1.83E+12 1.34E+12 9.97E+11 7.65E+11 5.24E+11 3.45E+11 2.52E+11 1.68E+11 1.14E+11 8.47E+10 5.87E+10 3.66E+10 1.70E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.323  3.37E+15 2.21E+15 3.82E+16 3.65E+13 7.27E+13 1.24E+14 1.78E+14 2.09E+14 1.86E+14 1.83E+14 2.23E+14 1.80E+14 1.78E+14 1.40E+14 1.07E+14 9.26E+13 7.15E+13 5.59E+13 4.19E+13 3.22E+13 2.46E+13 1.90E+13 1.52E+13 1.25E+13 9.17E+12 6.36E+12 4.98E+12 3.50E+12 2.54E+12 2.08E+12 1.54E+12 9.85E+11 5.04E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.450  6.13E+17 2.42E+17 4.96E+18 2.65E+15 5.30E+15 9.89E+15 1.55E+16 1.89E+16 1.62E+16 1.61E+16 2.31E+16 1.82E+16 1.98E+16 1.57E+16 1.21E+16 1.14E+16 9.17E+15 7.80E+15 6.33E+15 5.27E+15 4.42E+15 3.80E+15 3.51E+15 3.36E+15 2.81E+15 2.16E+15 1.95E+15 1.53E+15 1.26E+15 1.26E+15 1.06E+15 7.12E+14 4.45E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.674  3.12E+21 6.24E+20 6.23E+21 1.40E+19 2.81E+19 6.27E+19 1.17E+20 1.55E+20 1.22E+20 1.24E+20 6.88E+16 5.43E+16 5.91E+16 4.68E+16 3.61E+16 3.41E+16 2.74E+16 2.33E+16 1.89E+16 1.57E+16 1.32E+16 1.14E+16 1.05E+16 1.00E+16 8.42E+15 6.46E+15 5.85E+15 4.59E+15 3.77E+15 3.77E+15 3.19E+15 2.14E+15 1.33E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.872  1.25E+22 1.25E+21 1.25E+22 2.80E+19 5.62E+19 1.25E+20 2.33E+20 3.11E+20 2.45E+20 2.49E+20 2.05E+17 1.62E+17 1.76E+17 1.40E+17 1.08E+17 1.02E+17 8.17E+16 6.95E+16 5.65E+16 4.70E+16 3.95E+16 3.40E+16 3.14E+16 3.01E+16 2.52E+16 1.93E+16 1.75E+16 1.37E+16 1.13E+16 1.13E+16 9.56E+15 6.40E+15 4.00E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.050  3.12E+22 2.50E+21 2.50E+22 5.59E+19 1.12E+20 2.51E+20 4.67E+20 6.22E+20 4.89E+20 4.97E+20 6.12E+17 4.82E+17 5.26E+17 4.17E+17 3.21E+17 3.03E+17 2.44E+17 2.08E+17 1.69E+17 1.40E+17 1.18E+17 1.02E+17 9.40E+16 9.00E+16 7.54E+16 5.79E+16 5.25E+16 4.12E+16 3.39E+16 3.39E+16 2.86E+16 1.92E+16 1.20E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.215  6.87E+22 5.00E+21 5.00E+22 1.12E+20 2.25E+20 5.01E+20 9.33E+20 1.24E+21 9.78E+20 9.95E+20 1.82E+18 1.44E+18 1.57E+18 1.24E+18 9.57E+17 9.05E+17 7.28E+17 6.20E+17 5.04E+17 4.20E+17 3.53E+17 3.04E+17 2.81E+17 2.69E+17 2.26E+17 1.73E+17 1.57E+17 1.23E+17 1.01E+17 1.02E+17 8.59E+16 5.75E+16 3.59E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.368  1.44E+23 1.00E+22 1.00E+23 2.24E+20 4.50E+20 1.00E+21 1.87E+21 2.49E+21 1.96E+21 1.99E+21 5.43E+18 4.28E+18 4.68E+18 3.70E+18 2.85E+18 2.70E+18 2.17E+18 1.85E+18 1.50E+18 1.25E+18 1.05E+18 9.09E+17 8.41E+17 8.06E+17 6.76E+17 5.19E+17 4.71E+17 3.69E+17 3.04E+17 3.04E+17 2.57E+17 1.72E+17 1.08E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.511  2.94E+23 2.01E+22 2.02E+23 4.47E+20 8.99E+20 2.01E+21 3.73E+21 4.97E+21 3.91E+21 3.98E+21 1.62E+19 1.28E+19 1.39E+19 1.10E+19 8.51E+18 8.06E+18 6.48E+18 5.52E+18 4.49E+18 3.75E+18 3.15E+18 2.72E+18 2.51E+18 2.41E+18 2.02E+18 1.55E+18 1.41E+18 1.11E+18 9.11E+17 9.12E+17 7.71E+17 5.16E+17 3.23E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.647  5.96E+23 4.02E+22 4.06E+23 8.94E+20 1.80E+21 4.01E+21 7.46E+21 9.95E+21 7.82E+21 7.95E+21 4.83E+19 3.80E+19 4.16E+19 3.29E+19 2.54E+19 2.41E+19 1.93E+19 1.65E+19 1.34E+19 1.12E+19 9.42E+18 8.13E+18 7.52E+18 7.22E+18 6.06E+18 4.65E+18 4.22E+18 3.31E+18 2.73E+18 2.73E+18 2.31E+18 1.55E+18 9.68E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.776  1.20E+24 8.08E+22 8.21E+23 1.79E+21 3.60E+21 8.02E+21 1.49E+22 1.99E+22 1.56E+22 1.59E+22 1.44E+20 1.13E+20 1.24E+20 9.82E+19 7.57E+19 7.18E+19 5.77E+19 4.92E+19 4.01E+19 3.34E+19 2.81E+19 2.43E+19 2.25E+19 2.16E+19 1.81E+19 1.39E+19 1.26E+19 9.93E+18 8.18E+18 8.19E+18 6.93E+18 4.64E+18 2.90E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.900  2.42E+24 1.63E+23 1.67E+24 3.58E+21 7.19E+21 1.60E+22 2.99E+22 3.98E+22 3.13E+22 3.18E+22 4.29E+20 3.38E+20 3.70E+20 2.93E+20 2.26E+20 2.14E+20 1.72E+20 1.47E+20 1.20E+20 9.99E+19 8.41E+19 7.26E+19 6.73E+19 6.46E+19 5.43E+19 4.17E+19 3.79E+19 2.97E+19 2.45E+19 2.45E+19 2.08E+19 1.39E+19 8.70E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.018  4.87E+24 3.28E+23 3.41E+24 7.15E+21 1.44E+22 3.21E+22 5.97E+22 7.96E+22 6.26E+22 6.36E+22 1.28E+21 1.01E+21 1.10E+21 8.74E+20 6.73E+20 6.39E+20 5.14E+20 4.39E+20 3.58E+20 2.99E+20 2.51E+20 2.17E+20 2.01E+20 1.93E+20 1.62E+20 1.25E+20 1.13E+20 8.91E+19 7.34E+19 7.36E+19 6.22E+19 4.17E+19 2.61E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.132  9.83E+24 6.64E+23 7.06E+24 1.43E+22 2.88E+22 6.42E+22 1.19E+23 1.59E+23 1.25E+23 1.27E+23 3.81E+21 3.00E+21 3.29E+21 2.61E+21 2.01E+21 1.91E+21 1.53E+21 1.31E+21 1.07E+21 8.92E+20 7.52E+20 6.49E+20 6.02E+20 5.79E+20 4.86E+20 3.74E+20 3.40E+20 2.67E+20 2.20E+20 2.20E+20 1.87E+20 1.25E+20 7.82E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.242  1.99E+25 1.35E+24 1.48E+25 2.86E+22 5.75E+22 1.28E+23 2.39E+23 3.18E+23 2.50E+23 2.54E+23 1.14E+22 8.95E+21 9.81E+21 7.77E+21 5.99E+21 5.69E+21 4.58E+21 3.91E+21 3.19E+21 2.67E+21 2.25E+21 1.94E+21 1.80E+21 1.73E+21 1.46E+21 1.12E+21 1.02E+21 7.99E+20 6.59E+20 6.61E+20 5.59E+20 3.74E+20 2.34E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.348  4.06E+25 2.79E+24 3.16E+25 5.72E+22 1.15E+23 2.57E+23 4.78E+23 6.36E+23 5.01E+23 5.09E+23 3.39E+22 2.67E+22 2.92E+22 2.32E+22 1.79E+22 1.70E+22 1.37E+22 1.17E+22 9.53E+21 7.96E+21 6.71E+21 5.81E+21 5.39E+21 5.18E+21 4.36E+21 3.35E+21 3.05E+21 2.39E+21 1.97E+21 1.98E+21 1.68E+21 1.12E+21 7.03E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.451  8.36E+25 5.80E+24 6.94E+25 1.14E+23 2.30E+23 5.13E+23 9.55E+23 1.27E+24 1.00E+24 1.02E+24 1.01E+23 7.95E+22 8.72E+22 6.91E+22 5.33E+22 5.06E+22 4.08E+22 3.49E+22 2.85E+22 2.38E+22 2.01E+22 1.74E+22 1.61E+22 1.55E+22 1.30E+22 1.00E+22 9.12E+21 7.17E+21 5.91E+21 5.93E+21 5.02E+21 3.36E+21 2.11E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.551  1.74E+26 1.23E+25 1.57E+26 2.29E+23 4.60E+23 1.03E+24 1.91E+24 2.55E+24 2.00E+24 2.04E+24 3.01E+23 2.37E+23 2.60E+23 2.06E+23 1.59E+23 1.51E+23 1.22E+23 1.04E+23 8.50E+22 7.11E+22 6.00E+22 5.19E+22 4.82E+22 4.64E+22 3.91E+22 3.00E+22 2.73E+22 2.15E+22 1.77E+22 1.78E+22 1.50E+22 1.01E+22 6.31E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.649  3.69E+26 2.66E+25 3.69E+26 4.57E+23 9.20E+23 2.05E+24 3.82E+24 5.09E+24 4.00E+24 4.07E+24 8.97E+23 7.06E+23 7.75E+23 6.14E+23 4.74E+23 4.51E+23 3.63E+23 3.11E+23 2.54E+23 2.12E+23 1.79E+23 1.55E+23 1.44E+23 1.39E+23 1.17E+23 9.00E+22 8.18E+22 6.44E+22 5.31E+22 5.33E+22 4.51E+22 3.02E+22 1.89E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.743  7.99E+26 5.94E+25 9.01E+26 9.15E+23 1.84E+24 4.10E+24 7.64E+24 1.02E+25 8.01E+24 8.14E+24 2.67E+24 2.10E+24 2.31E+24 1.83E+24 1.41E+24 1.35E+24 1.08E+24 9.28E+23 7.58E+23 6.35E+23 5.36E+23 4.64E+23 4.32E+23 4.16E+23 3.50E+23 2.69E+23 2.45E+23 1.93E+23 1.59E+23 1.60E+23 1.35E+23 9.06E+22 5.67E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=157: Negative-parity Spin-dependent Level Density [MeV-1] for DY157  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.132  2.00E+00 8.45E+00 7.28E+01 0.00E+00 1.67E+00 1.28E+00 1.28E+00 1.28E+00 2.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.187  4.00E+00 9.73E+00 1.04E+02 0.00E+00 0.00E+00 1.67E+00 1.28E+00 1.28E+00 2.95E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.229  7.00E+00 1.78E+01 1.64E+02 0.00E+00 3.33E+00 4.23E+00 2.56E+00 1.28E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.265  1.20E+01 2.29E+01 2.14E+02 1.67E+00 4.61E+00 2.56E+00 3.84E+00 2.56E+00 1.28E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.296  2.20E+01 5.45E+01 4.43E+02 7.56E+00 1.14E+01 7.78E+00 8.07E+00 5.18E+00 5.51E+00 2.56E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.324  3.90E+01 8.09E+01 6.69E+02 1.05E+01 1.37E+01 1.46E+01 1.36E+01 9.02E+00 6.79E+00 3.84E+00 2.56E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.350  6.70E+01 1.46E+02 1.29E+03 1.10E+01 2.42E+01 2.84E+01 2.09E+01 1.94E+01 1.61E+01 1.03E+01 6.79E+00 2.56E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.374  1.12E+02 2.08E+02 1.89E+03 1.60E+01 2.80E+01 3.60E+01 3.41E+01 2.75E+01 2.38E+01 1.96E+01 1.19E+01 5.12E+00 2.56E+00 1.28E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.397  1.91E+02 4.23E+02 3.95E+03 2.39E+01 5.46E+01 7.34E+01 7.17E+01 5.87E+01 5.19E+01 3.83E+01 2.34E+01 1.28E+01 6.79E+00 2.56E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.419  3.26E+02 6.58E+02 6.20E+03 4.26E+01 8.82E+01 1.10E+02 9.42E+01 9.49E+01 8.00E+01 6.30E+01 3.66E+01 2.18E+01 1.32E+01 6.40E+00 1.28E+00 2.56E+00 2.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
