                    *********************************************************************************
                    *  Z= 68 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for ER163  *
   3.50  0.477  3.90E+03 7.09E+03 9.64E+04 2.19E+02 4.22E+02 6.33E+02 7.36E+02 8.20E+02 8.03E+02 7.37E+02 6.66E+02 5.61E+02 4.43E+02 3.38E+02 2.39E+02 1.65E+02 1.23E+02 8.17E+01 4.92E+01 2.46E+01 1.38E+01 7.68E+00 3.07E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.494  6.32E+03 1.23E+04 1.70E+05 3.74E+02 7.12E+02 1.04E+03 1.20E+03 1.38E+03 1.38E+03 1.29E+03 1.15E+03 9.92E+02 7.99E+02 6.34E+02 4.53E+02 3.08E+02 2.07E+02 1.52E+02 9.38E+01 5.68E+01 2.77E+01 1.54E+01 7.68E+00 3.07E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.510  1.01E+04 1.78E+04 2.48E+05 5.15E+02 1.00E+03 1.49E+03 1.80E+03 2.03E+03 1.97E+03 1.82E+03 1.68E+03 1.43E+03 1.14E+03 9.28E+02 6.81E+02 4.68E+02 3.14E+02 2.11E+02 1.45E+02 8.30E+01 5.08E+01 2.46E+01 1.08E+01 6.14E+00 3.07E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.526  1.61E+04 3.07E+04 4.33E+05 9.11E+02 1.76E+03 2.58E+03 2.96E+03 3.39E+03 3.26E+03 3.13E+03 2.88E+03 2.47E+03 2.01E+03 1.63E+03 1.22E+03 8.72E+02 6.03E+02 3.83E+02 2.62E+02 1.60E+02 1.01E+02 5.69E+01 2.64E+01 1.08E+01 7.94E+00 3.07E+00 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.541  2.55E+04 4.44E+04 6.30E+05 1.28E+03 2.47E+03 3.65E+03 4.29E+03 4.93E+03 4.83E+03 4.49E+03 4.07E+03 3.61E+03 2.91E+03 2.34E+03 1.78E+03 1.27E+03 9.00E+02 6.11E+02 3.84E+02 2.32E+02 1.54E+02 8.94E+01 4.33E+01 1.84E+01 1.10E+01 4.61E+00 4.74E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.556  4.06E+04 7.62E+04 1.10E+06 2.20E+03 4.23E+03 6.17E+03 7.13E+03 8.26E+03 8.04E+03 7.70E+03 7.18E+03 6.20E+03 5.05E+03 4.16E+03 3.15E+03 2.24E+03 1.58E+03 1.09E+03 7.37E+02 4.26E+02 2.81E+02 1.76E+02 9.56E+01 4.64E+01 2.19E+01 1.24E+01 4.74E+00 4.74E+00 2.72E-04 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.570  6.37E+04 1.09E+05 1.58E+06 3.03E+03 5.84E+03 8.60E+03 1.00E+04 1.16E+04 1.16E+04 1.10E+04 1.01E+04 8.92E+03 7.37E+03 5.93E+03 4.60E+03 3.31E+03 2.35E+03 1.61E+03 1.11E+03 6.86E+02 4.23E+02 2.41E+02 1.50E+02 7.25E+01 3.88E+01 1.70E+01 9.48E+00 6.28E+00 2.72E-04 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.598  1.56E+05 2.60E+05 3.85E+06 6.89E+03 1.35E+04 1.98E+04 2.33E+04 2.71E+04 2.71E+04 2.60E+04 2.40E+04 2.14E+04 1.79E+04 1.48E+04 1.15E+04 8.47E+03 6.05E+03 4.29E+03 2.89E+03 1.85E+03 1.22E+03 7.38E+02 4.08E+02 2.31E+02 1.30E+02 7.00E+01 2.78E+01 2.06E+01 6.15E+00 3.33E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.625  3.74E+05 6.11E+05 9.22E+06 1.56E+04 3.09E+04 4.50E+04 5.32E+04 6.22E+04 6.23E+04 6.02E+04 5.64E+04 5.09E+04 4.26E+04 3.60E+04 2.80E+04 2.11E+04 1.53E+04 1.10E+04 7.59E+03 5.00E+03 3.25E+03 2.01E+03 1.23E+03 6.80E+02 3.98E+02 2.14E+02 1.12E+02 5.44E+01 2.95E+01 1.28E+01 6.41E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.650  8.82E+05 1.42E+06 2.18E+07 3.52E+04 6.94E+04 1.01E+05 1.20E+05 1.41E+05 1.42E+05 1.38E+05 1.31E+05 1.18E+05 1.00E+05 8.55E+04 6.75E+04 5.13E+04 3.78E+04 2.74E+04 1.95E+04 1.30E+04 8.68E+03 5.47E+03 3.32E+03 1.98E+03 1.16E+03 6.32E+02 3.47E+02 1.94E+02 9.60E+01 5.21E+01 2.38E+01 1.09E+01 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.675  2.05E+06 3.25E+06 5.08E+07 7.81E+04 1.54E+05 2.25E+05 2.68E+05 3.15E+05 3.20E+05 3.10E+05 2.98E+05 2.71E+05 2.33E+05 1.99E+05 1.59E+05 1.23E+05 9.19E+04 6.74E+04 4.84E+04 3.29E+04 2.24E+04 1.44E+04 8.94E+03 5.43E+03 3.30E+03 1.89E+03 1.09E+03 5.79E+02 3.63E+02 1.73E+02 9.50E+01 3.27E+01 2.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.699  4.70E+06 7.36E+06 1.17E+08 1.71E+05 3.38E+05 4.95E+05 5.91E+05 6.97E+05 7.11E+05 6.93E+05 6.72E+05 6.14E+05 5.30E+05 4.56E+05 3.70E+05 2.89E+05 2.20E+05 1.62E+05 1.18E+05 8.18E+04 5.65E+04 3.66E+04 2.36E+04 1.46E+04 9.17E+03 5.27E+03 3.15E+03 1.82E+03 1.05E+03 6.56E+02 2.85E+02 1.38E+02 6.30E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.722  1.06E+07 1.64E+07 2.65E+08 3.62E+05 7.16E+05 1.05E+06 1.27E+06 1.51E+06 1.56E+06 1.53E+06 1.49E+06 1.37E+06 1.19E+06 1.03E+06 8.45E+05 6.67E+05 5.13E+05 3.83E+05 2.83E+05 1.99E+05 1.39E+05 9.22E+04 6.01E+04 3.84E+04 2.42E+04 1.47E+04 8.60E+03 5.32E+03 3.10E+03 1.95E+03 9.40E+02 4.05E+02 2.12E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.744  2.38E+07 3.62E+07 5.94E+08 7.81E+05 1.54E+06 2.27E+06 2.76E+06 3.28E+06 3.39E+06 3.34E+06 3.26E+06 3.00E+06 2.63E+06 2.30E+06 1.91E+06 1.52E+06 1.18E+06 8.88E+05 6.63E+05 4.74E+05 3.37E+05 2.27E+05 1.51E+05 9.77E+04 6.29E+04 3.89E+04 2.38E+04 1.45E+04 8.97E+03 5.55E+03 2.88E+03 1.35E+03 6.50E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.765  5.26E+07 7.93E+07 1.32E+09 1.67E+06 3.30E+06 4.85E+06 5.91E+06 7.04E+06 7.32E+06 7.23E+06 7.13E+06 6.58E+06 5.80E+06 5.11E+06 4.23E+06 3.41E+06 2.68E+06 2.03E+06 1.53E+06 1.11E+06 7.97E+05 5.46E+05 3.70E+05 2.43E+05 1.60E+05 1.01E+05 6.28E+04 3.96E+04 2.48E+04 1.60E+04 8.11E+03 4.07E+03 2.04E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.786  1.16E+08 1.72E+08 2.91E+09 3.54E+06 7.00E+06 1.03E+07 1.26E+07 1.50E+07 1.56E+07 1.55E+07 1.54E+07 1.42E+07 1.26E+07 1.12E+07 9.34E+06 7.60E+06 6.01E+06 4.59E+06 3.50E+06 2.57E+06 1.86E+06 1.29E+06 8.90E+05 5.94E+05 3.96E+05 2.55E+05 1.62E+05 1.03E+05 6.65E+04 4.29E+04 2.30E+04 1.14E+04 5.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.807  2.51E+08 3.71E+08 6.34E+09 7.44E+06 1.47E+07 2.17E+07 2.65E+07 3.17E+07 3.32E+07 3.30E+07 3.28E+07 3.06E+07 2.72E+07 2.43E+07 2.04E+07 1.67E+07 1.34E+07 1.03E+07 7.90E+06 5.86E+06 4.28E+06 3.00E+06 2.11E+06 1.42E+06 9.63E+05 6.32E+05 4.07E+05 2.65E+05 1.73E+05 1.14E+05 6.20E+04 3.16E+04 1.65E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.846  1.28E+09 1.68E+09 2.94E+10 3.22E+07 6.38E+07 9.42E+07 1.16E+08 1.39E+08 1.46E+08 1.46E+08 1.46E+08 1.37E+08 1.23E+08 1.11E+08 9.45E+07 7.85E+07 6.36E+07 4.95E+07 3.88E+07 2.94E+07 2.19E+07 1.56E+07 1.12E+07 7.79E+06 5.41E+06 3.66E+06 2.42E+06 1.63E+06 1.09E+06 7.39E+05 4.18E+05 2.21E+05 1.19E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.884  5.81E+09 7.39E+09 1.32E+11 1.36E+08 2.69E+08 3.98E+08 4.90E+08 5.89E+08 6.23E+08 6.28E+08 6.32E+08 5.98E+08 5.42E+08 4.92E+08 4.23E+08 3.55E+08 2.92E+08 2.30E+08 1.83E+08 1.41E+08 1.07E+08 7.76E+07 5.70E+07 4.03E+07 2.86E+07 1.98E+07 1.35E+07 9.27E+06 6.39E+06 4.42E+06 2.58E+06 1.40E+06 7.74E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.920  2.54E+10 3.19E+10 5.81E+11 5.74E+08 1.14E+09 1.68E+09 2.05E+09 2.47E+09 2.61E+09 2.64E+09 2.67E+09 2.56E+09 2.33E+09 2.13E+09 1.85E+09 1.57E+09 1.29E+09 1.03E+09 8.33E+08 6.51E+08 4.98E+08 3.69E+08 2.76E+08 1.99E+08 1.44E+08 1.02E+08 7.09E+07 4.99E+07 3.51E+07 2.48E+07 1.47E+07 8.25E+06 4.65E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.955  1.08E+11 1.33E+11 2.48E+12 2.31E+09 4.59E+09 6.80E+09 8.31E+09 1.00E+10 1.06E+10 1.08E+10 1.09E+10 1.06E+10 9.68E+09 8.90E+09 7.82E+09 6.67E+09 5.56E+09 4.51E+09 3.67E+09 2.90E+09 2.25E+09 1.69E+09 1.28E+09 9.42E+08 6.94E+08 4.99E+08 3.54E+08 2.54E+08 1.82E+08 1.31E+08 7.93E+07 4.56E+07 2.62E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.988  3.35E+11 3.22E+11 6.09E+12 5.30E+09 1.05E+10 1.56E+10 1.96E+10 2.37E+10 2.52E+10 2.59E+10 2.63E+10 2.53E+10 2.33E+10 2.17E+10 1.89E+10 1.63E+10 1.38E+10 1.13E+10 9.24E+09 7.40E+09 5.83E+09 4.42E+09 3.39E+09 2.49E+09 1.86E+09 1.37E+09 9.72E+08 7.10E+08 5.10E+08 3.74E+08 2.31E+08 1.33E+08 7.77E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.020  8.85E+11 7.79E+11 1.50E+13 1.21E+10 2.41E+10 3.57E+10 4.61E+10 5.63E+10 5.98E+10 6.23E+10 6.32E+10 6.03E+10 5.59E+10 5.30E+10 4.59E+10 3.98E+10 3.43E+10 2.83E+10 2.33E+10 1.89E+10 1.51E+10 1.16E+10 8.95E+09 6.57E+09 4.97E+09 3.74E+09 2.67E+09 1.99E+09 1.43E+09 1.07E+09 6.70E+08 3.90E+08 2.31E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.052  2.22E+12 1.89E+12 3.70E+13 2.78E+10 5.52E+10 8.20E+10 1.09E+11 1.34E+11 1.42E+11 1.50E+11 1.52E+11 1.44E+11 1.34E+11 1.29E+11 1.11E+11 9.71E+10 8.50E+10 7.09E+10 5.86E+10 4.83E+10 3.89E+10 3.03E+10 2.36E+10 1.73E+10 1.33E+10 1.03E+10 7.34E+09 5.56E+09 4.00E+09 3.07E+09 1.95E+09 1.14E+09 6.84E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.082  5.45E+12 4.58E+12 9.16E+13 6.36E+10 1.27E+11 1.88E+11 2.56E+11 3.17E+11 3.37E+11 3.60E+11 3.66E+11 3.44E+11 3.22E+11 3.15E+11 2.70E+11 2.37E+11 2.11E+11 1.78E+11 1.48E+11 1.23E+11 1.00E+11 7.92E+10 6.24E+10 4.58E+10 3.56E+10 2.81E+10 2.01E+10 1.56E+10 1.12E+10 8.80E+09 5.67E+09 3.33E+09 2.03E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.112  1.33E+13 1.11E+13 2.27E+14 1.46E+11 2.90E+11 4.31E+11 6.03E+11 7.52E+11 7.99E+11 8.64E+11 8.80E+11 8.22E+11 7.74E+11 7.69E+11 6.53E+11 5.79E+11 5.23E+11 4.45E+11 3.72E+11 3.15E+11 2.60E+11 2.07E+11 1.65E+11 1.21E+11 9.53E+10 7.70E+10 5.53E+10 4.35E+10 3.14E+10 2.52E+10 1.65E+10 9.72E+09 6.03E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.141  3.24E+13 2.71E+13 5.64E+14 3.34E+11 6.65E+11 9.89E+11 1.42E+12 1.78E+12 1.90E+12 2.08E+12 2.12E+12 1.96E+12 1.86E+12 1.88E+12 1.58E+12 1.41E+12 1.30E+12 1.12E+12 9.36E+11 8.05E+11 6.70E+11 5.42E+11 4.36E+11 3.19E+11 2.55E+11 2.11E+11 1.52E+11 1.22E+11 8.81E+10 7.22E+10 4.79E+10 2.84E+10 1.79E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.210  3.82E+14 2.52E+14 5.53E+15 2.65E+12 5.28E+12 7.87E+12 1.21E+13 1.55E+13 1.65E+13 1.86E+13 1.90E+13 1.73E+13 1.66E+13 1.74E+13 1.45E+13 1.32E+13 1.26E+13 1.11E+13 9.42E+12 8.39E+12 7.19E+12 6.00E+12 4.94E+12 3.62E+12 2.99E+12 2.62E+12 1.90E+12 1.59E+12 1.16E+12 1.00E+12 6.91E+11 4.15E+11 2.71E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.276  3.67E+15 2.38E+15 5.51E+16 2.11E+13 4.20E+13 6.27E+13 1.03E+14 1.34E+14 1.43E+14 1.66E+14 1.71E+14 1.53E+14 1.49E+14 1.62E+14 1.32E+14 1.22E+14 1.22E+14 1.10E+14 9.48E+13 8.75E+13 7.72E+13 6.64E+13 5.61E+13 4.10E+13 3.50E+13 3.25E+13 2.38E+13 2.08E+13 1.52E+13 1.40E+13 9.96E+12 6.06E+12 4.12E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.397  5.61E+17 2.20E+17 5.78E+18 1.33E+15 2.65E+15 3.98E+15 7.46E+15 1.01E+16 1.08E+16 1.33E+16 1.37E+16 1.19E+16 1.19E+16 1.40E+16 1.10E+16 1.06E+16 1.15E+16 1.09E+16 9.60E+15 9.51E+15 8.88E+15 8.14E+15 7.21E+15 5.26E+15 4.81E+15 5.02E+15 3.72E+15 3.57E+15 2.63E+15 2.70E+15 2.07E+15 1.29E+15 9.48E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.614  4.91E+21 9.81E+20 1.95E+22 5.28E+18 1.06E+19 1.60E+19 3.92E+19 5.68E+19 6.10E+19 8.55E+19 8.92E+19 7.17E+19 7.62E+19 1.05E+20 7.70E+19 7.98E+19 1.02E+20 1.06E+20 2.86E+16 2.84E+16 2.65E+16 2.43E+16 2.15E+16 1.57E+16 1.44E+16 1.50E+16 1.11E+16 1.07E+16 7.87E+15 8.06E+15 6.19E+15 3.86E+15 2.84E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.804  1.96E+22 1.96E+21 3.89E+22 1.06E+19 2.12E+19 3.20E+19 7.84E+19 1.14E+20 1.22E+20 1.71E+20 1.78E+20 1.43E+20 1.52E+20 2.09E+20 1.54E+20 1.60E+20 2.03E+20 2.12E+20 8.53E+16 8.46E+16 7.90E+16 7.24E+16 6.42E+16 4.69E+16 4.29E+16 4.47E+16 3.32E+16 3.19E+16 2.35E+16 2.41E+16 1.85E+16 1.15E+16 8.48E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.976  4.90E+22 3.92E+21 7.79E+22 2.11E+19 4.24E+19 6.40E+19 1.57E+20 2.27E+20 2.44E+20 3.42E+20 3.57E+20 2.87E+20 3.05E+20 4.19E+20 3.08E+20 3.19E+20 4.06E+20 4.25E+20 2.54E+17 2.52E+17 2.36E+17 2.16E+17 1.92E+17 1.40E+17 1.28E+17 1.34E+17 9.91E+16 9.53E+16 7.03E+16 7.21E+16 5.54E+16 3.45E+16 2.54E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.135  1.08E+23 7.85E+21 1.56E+23 4.22E+19 8.48E+19 1.28E+20 3.14E+20 4.54E+20 4.88E+20 6.84E+20 7.13E+20 5.73E+20 6.10E+20 8.38E+20 6.16E+20 6.38E+20 8.12E+20 8.49E+20 7.58E+17 7.52E+17 7.03E+17 6.45E+17 5.72E+17 4.17E+17 3.82E+17 3.99E+17 2.96E+17 2.85E+17 2.10E+17 2.15E+17 1.66E+17 1.03E+17 7.59E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.282  2.26E+23 1.57E+22 3.12E+23 8.45E+19 1.70E+20 2.56E+20 6.27E+20 9.08E+20 9.75E+20 1.37E+21 1.43E+21 1.15E+21 1.22E+21 1.68E+21 1.23E+21 1.28E+21 1.62E+21 1.70E+21 2.26E+18 2.24E+18 2.10E+18 1.92E+18 1.71E+18 1.25E+18 1.14E+18 1.19E+18 8.84E+17 8.51E+17 6.28E+17 6.44E+17 4.95E+17 3.09E+17 2.27E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.420  4.61E+23 3.14E+22 6.24E+23 1.69E+20 3.39E+20 5.12E+20 1.25E+21 1.82E+21 1.95E+21 2.73E+21 2.85E+21 2.29E+21 2.44E+21 3.35E+21 2.46E+21 2.55E+21 3.25E+21 3.40E+21 6.73E+18 6.68E+18 6.25E+18 5.74E+18 5.10E+18 3.72E+18 3.40E+18 3.56E+18 2.64E+18 2.54E+18 1.88E+18 1.93E+18 1.48E+18 9.23E+17 6.79E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
